DO(ppm),pH,Temperature(*C),Salinity(ppt),TDS,Health
3,5.1,30,11.8,100,0
6,12.1,27,23.1,53,0
3.9,6.8,27,21.3,79,0
3.8,7.4,22,11.1,209,0
4,6.9,30,21.3,229,0
3.5,8.6,25,14,231,0
4,6.9,27,29.2,247,0
3.9,7.5,29,23.2,255,0
5.3,8.3,26,24.5,95,0
3.7,8.7,21,11.7,273,0
3.7,6.8,30,29.5,84,0
3.8,8.6,27,22.2,83,0
3.8,7.1,26,19.8,265,0
3.9,7,18,20.1,61,0
4,8.3,32,18.5,247,0
3.5,7,43,24.9,300,0
3.7,8.3,30,23.9,61,0
3.6,7.7,32,16.2,285,0
3.5,7.2,27,21.5,59,0
3.6,8.5,27,16.8,295,0
3.1,5.4,30,21.8,75,0
3,5.6,27,13.3,94,0
4.4,9.7,31,17,66,0
3.5,7.6,19,24.4,296,0
3.9,7.7,27,27.6,51,0
3.2,5.1,27,24.6,73,0
3.6,7.1,29,19.4,265,0
3.1,5.2,32,13.6,281,0
3.5,7.7,24,21.8,100,0
3.7,8.4,26,21.2,259,0
3.8,6.8,43,19.4,292,0
3.7,7.7,31,25,242,0
3.5,7.7,15,18.3,85,0
3.9,6.9,28,22.4,51,0
3.7,8.1,30,27.6,61,0
3.5,8.4,27,23.5,238,0
3.6,7.4,23,18.4,62,0
4,8.5,26,17.8,93,0
3.9,8.6,34,23.9,245,0
3.7,8.6,28,22.9,77,0
3.7,6.8,32,16.8,72,0
3.9,6.8,27,18.1,232,0
5.9,7.3,29,17.1,267,0
4,7.9,19,18.9,96,0
52,9.7,27,12.7,88,0
4.3,8.7,26,12.4,245,0
6,9.3,28,20.8,55,0
4,8.1,15,19.9,57,0
3.8,7.6,32,32.9,95,0
3.9,8.6,20,17,268,0
3.8,7.4,45,15,273,0
5.9,8.4,31,20.3,208,0
4.6,7,30,10.8,243,0
3.6,7.2,26,11.5,52,0
3.7,8.2,24,15.4,242,0
5.8,8.8,29,15.9,204,0
3.4,5.1,29,22.9,254,0
4,6.8,15,21.3,221,0
3.9,7.5,36,11.8,82,0
3.7,7.4,28,33.4,231,0
3.9,8.1,33,20.7,266,0
3.5,8.4,28,24.1,100,0
3.9,8.6,28,18.8,280,0
4,8,17,20.2,244,0
2.5,5.4,32,15,265,0
2.7,5.6,26,16,228,0
5.6,8.5,29,22.8,287,0
4,8.7,28,15.6,81,0
5.1,10.8,27,22.1,298,0
2.6,5.9,30,11.4,85,0
3.6,8.6,16,13.8,90,0
5.6,11.8,29,23.6,64,0
3.8,8.2,32,34.7,89,0
3.7,8.3,31,10.2,99,0
3.6,8.2,21,14.7,295,0
3.7,7.5,23,15.7,73,0
4.4,7.8,26,11,277,0
4,7.1,29,19.1,61,0
3.5,8.7,33,16.7,252,0
3.9,8,30,26,89,0
3.6,7,31,34.3,86,0
3.7,8.7,20,10.3,277,0
4,8.1,38,15.9,266,0
4,6.9,41,14.9,51,0
3.5,8.1,31,15.5,76,0
3.1,5.4,31,22.2,72,0
3.7,7.2,26,24.4,277,0
6,11.7,31,17.1,82,0
4,7.7,30,30.2,66,0
3.6,8.7,16,17.4,68,0
3.1,6.6,30,19.5,59,0
4,7.3,30,17.1,259,0
4,7.3,32,11.4,223,0
3.5,8.3,32,29.9,62,0
5.2,11.2,31,19.4,233,0
3.7,8.7,30,13.4,259,0
3.8,6.9,26,30.4,74,0
3.7,8.5,20,24.9,260,0
3.6,8.5,37,20,276,0
3.5,8.4,16,20,69,0
3.8,7.2,27,31,223,0
3.7,8.6,28,28.2,80,0
3.8,8.6,27,26.5,202,0
3.6,7.3,29,31.8,276,0
5.2,7.7,27,19.7,53,0
4,7.7,32,22.8,72,0
3.7,8.7,19,14.3,211,0
3.8,8.4,27,21.4,72,0
3.7,7.6,35,10.7,224,0
5.4,11.9,30,14.5,248,0
3.8,8.7,31,21.3,92,0
3.5,7.3,28,20.7,54,0
4.7,9.1,29,24.9,206,0
3.9,7.6,26,24.9,63,0
3.6,7.4,24,11,253,0
4,7.6,31,10.5,96,0
4,7.7,29,34.2,289,0
2.7,5.1,32,17.3,262,0
3.5,8.7,29,18.6,94,0
3.5,7.2,25,12.2,271,0
4.8,12.8,30,14.7,268,0
3.8,8.7,29,11.6,52,0
3.8,7.3,27,22.9,88,0
5,7.6,32,15.1,72,0
3.6,8.6,44,17.1,64,0
3.7,7.3,27,21.5,232,0
3.7,7.4,18,11.8,240,0
3.5,7.8,27,10.4,245,0
3.5,8.4,15,19.9,258,0
4,7.5,26,22.2,98,0
3.7,8.7,24,19.7,66,0
2.9,5,30,22.1,206,0
3.5,8.7,22,10.5,227,0
3.9,8.3,30,30.9,93,0
3.7,8.2,31,18,83,0
3.8,7.1,17,11.9,57,0
3.5,6.8,26,19.4,55,0
4,6.8,26,11.4,84,0
4,7.8,17,17.8,98,0
3.9,7.1,27,14.5,100,0
3.5,7.3,15,10.9,80,0
3.5,8.5,40,22.3,53,0
3,6,30,18.9,87,0
4.5,11.7,29,12,222,0
3.6,8.4,25,17.3,85,0
4,8.1,29,13.3,240,0
5.7,12.7,30,21.2,214,0
3.6,8.2,32,11.7,53,0
3.2,5.8,26,12.9,89,0
3.7,7.1,32,27.7,77,0
3.8,7.5,26,29.2,236,0
3.5,8.3,20,15.6,293,0
3.6,7,44,14.4,217,0
5.8,12.5,26,23.4,243,0
4,8.1,24,13.4,50,0
3,5.4,32,15.9,206,0
4.8,11.3,29,11,96,0
4,7.3,26,23,297,0
5.1,7.1,26,18.6,80,0
4.8,7.1,32,21.5,99,0
2.7,6,26,15,69,0
2.7,5.4,26,12.9,61,0
3.6,7.5,31,22.7,235,0
3.4,5.9,31,15.2,81,0
6,9.8,29,19.5,60,0
3.6,6.8,30,12.6,52,0
3.5,7.5,31,19.2,251,0
3.9,8.1,29,10.9,278,0
5.4,13.6,28,21.5,253,0
3.6,8.6,30,23.6,245,0
3.7,7.4,29,16,85,0
2.6,6,29,15.3,52,0
3.7,7.4,18,21.5,241,0
3.8,7.3,44,15.1,81,0
3.5,6.9,32,20.5,282,0
3.6,7.6,36,19.6,213,0
2.5,6.7,26,13.3,100,0
4,7.9,16,23.7,61,0
3.9,8.2,23,12.9,93,0
3.5,8.5,27,15.7,281,0
4.7,12.6,27,13.8,294,0
3.9,8.1,30,16,67,0
3.9,7.8,38,19.6,231,0
2.8,6,26,17,242,0
3.3,5.2,26,21,91,0
4.6,10.9,26,24.9,69,0
3.8,6.8,25,18,233,0
3.5,8,27,15.1,282,0
2.5,6.2,31,16.5,99,0
3.9,8,19,18.7,79,0
2.5,5.3,29,17,254,0
3.7,8.7,26,33.8,224,0
3.9,8,28,14,259,0
3.8,7.8,28,27,209,0
4.4,7.6,27,18.7,65,0
3.8,7,16,15.2,69,0
4.4,11.1,27,11.1,221,0
4.3,10.7,27,18.3,91,0
3.9,8,32,16.9,50,0
3.7,7.1,28,13.7,89,0
2.7,5.8,26,19.7,208,0
3.9,7.1,21,11.8,225,0
3.5,7.3,18,15.2,67,0
3.5,7.4,27,10.1,209,0
3.7,8.1,44,15.3,82,0
3.9,8.2,30,14.7,227,0
3.2,5.8,32,19.2,277,0
3.5,7.5,18,11.6,64,0
3.9,7.9,32,22.2,68,0
3.5,8.4,23,14.1,70,0
3.6,7.6,27,34.1,90,0
3.4,6.3,27,12.4,220,0
3.7,8.7,26,34.2,281,0
3.3,6.4,28,19.9,57,0
3.2,6,27,18.7,77,0
2.8,6.4,30,20,253,0
4.4,13.6,32,18.1,72,0
3.7,7.6,32,12.3,244,0
4,7.7,26,22.6,291,0
3.5,6.9,30,32.4,203,0
4,6.8,32,15.7,67,0
2.9,6.6,31,16.4,50,0
2.7,6.6,29,17.1,55,0
3.9,7.2,29,11.3,232,0
3.2,6.3,30,12.4,253,0
4.8,8.4,31,10.1,86,0
2.5,5.2,29,23.1,79,0
3.6,8,29,30.5,95,0
3.7,8.4,27,23.8,93,0
5.5,12.4,32,11.4,269,0
3.9,7.6,27,12.4,71,0
3.6,7.9,36,14.9,289,0
3.7,7.7,31,33.7,98,0
3.7,6.8,27,12.3,51,0
2.7,6.7,26,22.7,95,0
2.9,5.6,26,14.9,50,0
3.6,7.2,32,18.1,97,0
3.5,7.5,21,15,74,0
3.6,8.6,26,10,89,0
4.8,13,30,20.6,246,0
3.9,8,28,18,235,0
3.5,7.4,45,16.6,203,0
4,7,20,18.8,220,0
4,8.2,31,31.6,289,0
3.7,8.4,41,15.6,95,0
3.6,7,26,18.1,92,0
3.9,8.4,27,24.8,285,0
4,8.4,41,24.7,81,0
3.5,6.9,30,18.6,286,0
3.9,8.4,30,21,240,0
3.7,8.2,30,18.8,54,0
4,8.6,23,13.6,89,0
5,13.5,27,11.8,230,0
4,7.8,37,19.2,62,0
2.7,5.9,27,23.2,91,0
3.5,8.2,28,17.7,295,0
3.6,6.8,32,19.4,239,0
3.6,8.2,27,21.5,251,0
3.6,8.3,30,27.3,282,0
3.6,8.5,30,18.7,79,0
3.5,7.4,31,28.3,233,0
3.6,6.9,20,15.1,91,0
4,8.6,31,21.8,56,0
2.5,5.2,32,20.7,231,0
3.7,6.8,23,16.2,98,0
4.6,9.7,29,10.8,98,0
2.7,5.4,27,19.9,265,0
3.8,7.3,21,23.2,276,0
4,7.1,26,23.2,98,0
3.7,7.9,29,28.4,88,0
3.9,6.9,29,27.6,267,0
4,8.1,24,23.6,79,0
4,8.6,30,15.5,54,0
3.8,8.5,28,32,68,0
3.6,7.1,17,11.8,272,0
4.3,9.9,32,14.8,91,0
5.8,11.4,27,11.8,295,0
4,7.9,25,22.9,88,0
3.7,7.6,30,16.6,231,0
5.1,11,26,14.1,289,0
3.7,8.5,30,13.9,63,0
3.5,7.3,32,33.6,62,0
3.8,8.7,27,10.2,273,0
4.5,7.6,28,17.4,83,0
3.7,7.1,26,20.3,270,0
3.9,8.4,26,14,232,0
3.8,8,28,13.5,294,0
3.8,7.1,41,18.8,68,0
3.6,7.7,18,15.1,76,0
3.9,8.6,39,10.8,203,0
3.9,8,28,13,59,0
3.5,7.7,26,12.1,79,0
2.6,5.9,28,20.9,91,0
3.3,6.7,26,13.4,280,0
4.3,12,30,18,200,0
3.8,7.8,18,22.1,70,0
3.5,6.9,21,19.4,98,0
3.7,8.3,32,34.2,222,0
4.9,8.3,26,16.2,251,0
5.1,14,30,16.6,225,0
3.5,7.9,16,14.2,80,0
4.7,11.2,29,19.9,77,0
5.7,12.2,32,24.2,66,0
5.5,8.8,28,21.5,70,0
2.8,5.1,30,14.7,73,0
3.9,7.2,28,20.1,82,0
4.4,8.7,31,18.2,79,0
5,7.2,27,10.6,51,0
3.7,6.9,36,24.7,232,0
3.9,6.9,29,11.2,267,0
4,8.4,28,20.1,259,0
3.9,7.2,39,19.2,206,0
3.1,6.5,26,17.2,73,0
4.3,11.5,32,23.1,284,0
3.8,8.7,32,22.3,234,0
3.7,8.7,21,20.8,255,0
3.5,8.2,28,18.3,64,0
3.8,8.5,28,24.9,296,0
3.8,7.9,29,14.8,99,0
2.7,5.9,27,19.1,208,0
2.8,5.7,29,17.7,84,0
3.7,7.2,32,23.2,266,0
4,7.9,26,16.1,264,0
2.6,5.2,32,16.6,79,0
3.9,7.6,30,32,265,0
3.8,8.2,30,20.4,70,0
3.3,5,27,14.3,256,0
3.7,8.7,27,17,75,0
3.5,8.4,29,10,50,0
3.6,7.6,31,15.4,283,0
3.6,7.2,27,14.7,222,0
3.9,7.4,31,26.1,206,0
2.5,5.5,26,22.1,231,0
3.9,7.3,30,29,287,0
3.7,6.8,28,18.6,289,0
4.2,12.1,29,16.9,240,0
3.5,8.5,29,34.8,73,0
2.6,5.1,29,15.9,284,0
3.8,7.8,27,16.2,51,0
5.8,10.4,28,22,75,0
2.7,5.1,28,16.6,62,0
3.8,7.4,28,10.9,236,0
4,7.4,15,12.2,59,0
2.7,6.5,30,22.6,64,0
2.7,6.5,29,20.6,213,0
4,6.8,18,13.8,276,0
4,7.3,29,34.8,247,0
3.4,5.3,29,24.8,72,0
2.7,5.9,28,19.2,200,0
3.5,7,24,18.6,74,0
3.6,6.9,29,28.4,279,0
3.9,7.7,41,14.8,270,0
3.5,8,27,18.6,69,0
4,8.1,31,28.7,70,0
3.5,7.8,15,12.2,59,0
3.7,7.1,30,31.3,75,0
3.5,7.1,31,19.5,87,0
3.8,7.5,15,17.2,71,0
3.7,8,40,14.9,233,0
2.8,6.5,31,21,270,0
2.7,6.6,29,18,87,0
3.8,8.5,39,18.6,236,0
3.4,6.2,27,12.8,85,0
2.6,5.8,29,11.1,64,0
4.6,10.1,30,20.2,234,0
4.3,12.2,27,14.7,222,0
3.5,7.8,30,27.4,51,0
3.9,8.1,28,26.4,74,0
3.5,7.7,32,14.6,69,0
3.9,8.4,15,22.8,73,0
2.9,5.8,30,15.6,244,0
3.6,7,28,12.6,283,0
3.6,7.3,27,14.5,52,0
4,8.1,29,34.8,252,0
2.6,6.4,28,24.1,270,0
5.1,7.8,30,16.2,279,0
2.8,6.1,30,15,215,0
3.5,8.1,26,15.7,205,0
3.6,8.5,44,24.5,296,0
3.9,8.6,21,17.9,219,0
3.7,7.2,27,13.8,225,0
3.5,7.9,29,10.5,247,0
3.9,8.3,29,26.1,296,0
3.5,8.1,21,22.7,262,0
3.5,8.7,30,11.2,207,0
3.8,8.4,30,18.6,85,0
4.9,10.2,27,18.2,224,0
3.5,7.2,26,10.4,235,0
3,5,26,11.6,87,0
2.6,6.1,30,13.4,69,0
3.9,7.8,20,14.4,211,0
2.5,5.6,31,21.4,80,0
4,7.8,29,13.2,80,0
3.7,7.6,32,13.7,277,0
2.8,5.8,28,21.1,62,0
3.9,8.3,21,10.3,60,0
3.5,7.8,28,18.6,52,0
3,6.4,29,23.8,65,0
3.8,7.9,29,12.2,65,0
4.7,13.3,29,17.4,274,0
3.6,7.5,30,21.7,60,0
3,5.1,26,14.4,66,0
3.5,6.8,32,26,89,0
5.3,10.5,32,23.1,55,0
3.8,7.4,32,17.1,76,0
4.8,9.5,32,17.2,74,0
2.8,6.3,31,22.6,219,0
3.6,8.5,35,17.5,277,0
3.9,7.7,29,15.6,284,0
3.5,7.6,32,22.7,201,0
3.9,8.7,28,11.5,59,0
2.9,5.1,27,15.8,229,0
3.7,7.8,16,22.5,59,0
3.8,8.6,32,22.9,269,0
4,8.4,28,34.7,202,0
2.6,5.5,31,22.3,94,0
2.5,5.5,31,24.2,255,0
3.8,7.6,28,15.1,60,0
2.6,6.7,30,16.1,280,0
3.9,6.9,31,27.5,99,0
4,7.7,30,17.2,66,0
3.9,7.7,20,21.5,235,0
3.7,7.2,17,17.1,62,0
2.6,6.1,26,10.7,218,0
4.4,11.8,30,21.5,55,0
3.5,6.9,20,10,57,0
3.5,8.5,26,10.9,295,0
3.7,8.1,44,24.9,61,0
3.8,7.4,30,12.6,218,0
3.5,7.4,30,12.7,90,0
2.6,5.5,30,12.1,66,0
3.9,7.8,30,24.3,235,0
4,7.7,40,19.2,92,0
3.8,8.3,24,20,67,0
3.1,5.3,26,23.2,270,0
5.8,11.3,31,17.7,262,0
3.6,8.5,26,11.5,214,0
3.6,7,25,13.2,202,0
3.5,7.8,28,32.4,68,0
3.5,7.7,31,14.5,55,0
4.7,12,28,13.9,62,0
3.7,8.7,28,24.2,297,0
3.7,6.9,23,13.2,72,0
3.6,7.4,26,13.7,266,0
3.6,6.8,28,14.1,295,0
3.9,7.3,19,17.8,271,0
4,8.1,35,23.9,91,0
4,8.4,24,21.9,97,0
3.6,8.1,30,22.7,55,0
5,10.3,30,13.5,77,0
3.6,8.3,15,16,282,0
5.2,8,27,15.5,90,0
3.9,8,30,13.3,79,0
3.7,7.9,29,20.5,278,0
4.7,8.2,29,13.2,289,0
3.6,8.6,43,23.8,72,0
3.4,5.1,31,19.6,217,0
3.7,8.2,18,24.9,75,0
3.8,8.5,29,16.4,90,0
4,7,31,21.7,75,0
3.8,8.5,29,23.7,215,0
3.1,6.5,28,16.8,58,0
5.4,9.4,31,24.2,216,0
3.7,7.4,31,14.1,223,0
3.7,8.7,30,15.5,65,0
4.7,8.4,29,13.6,229,0
3.7,8.6,28,23.5,300,0
3.7,7,27,20.7,271,0
3.8,7.5,31,23.5,68,0
4.2,13.2,29,17.1,215,0
5.2,7.4,28,11.8,97,0
5,8.3,29,19.8,60,0
4.7,9.4,27,10.5,74,0
3.8,6.8,26,15.8,207,0
3.5,7.2,28,17.6,53,0
3.7,7.9,31,19.1,244,0
3.8,7.5,31,10.7,202,0
3.8,8.6,30,13.6,91,0
3.6,7.3,29,28.2,85,0
2.5,6,32,23,69,0
3.7,7.9,21,24,98,0
4.8,12.1,27,19.7,53,0
3.5,8,28,18.5,72,0
2.9,6.4,30,10.8,88,0
5.6,12.6,26,16.3,60,0
3.1,5.5,27,13.5,217,0
3.9,7.4,31,21.2,234,0
5.1,7.8,30,12.6,233,0
5.4,13.9,30,14.3,69,0
3.6,7.8,34,20.7,79,0
3.4,6,27,14.3,210,0
3.7,7.1,40,11.9,91,0
3.5,7.8,26,10.5,231,0
3.6,7.9,37,14.8,72,0
3.9,7,27,22.6,254,0
3.8,7.2,32,22.1,290,0
2.6,5.3,30,21.4,61,0
3.6,7.9,31,18,260,0
2.8,6.5,30,23.4,88,0
3.1,5,28,15.2,74,0
2.7,6.1,32,20.8,96,0
3.9,8.2,31,12.1,287,0
3.8,7.4,33,12.4,282,0
4,8.4,16,22.9,269,0
3.8,7.4,31,20.3,95,0
3.4,6.5,28,14.1,208,0
2.8,6.3,28,21,93,0
4.7,11.6,29,11.2,87,0
3.5,7.9,30,13.8,74,0
4.5,8.9,27,24.7,272,0
3.8,7.1,40,14.7,282,0
3.5,7.9,26,19.3,92,0
2.7,5.8,26,21.2,65,0
3.8,6.9,29,21.6,86,0
3.6,7.5,27,24.5,64,0
4,6.9,27,13.2,286,0
3.8,7.8,29,16.7,88,0
3.8,8.2,28,13.8,98,0
2.7,5.1,28,11.1,64,0
3.1,6,29,11.8,70,0
3.9,7.2,16,19.6,222,0
2.7,5.9,29,12.5,79,0
4,8.4,32,17.8,87,0
4,8,26,13.3,68,0
3.4,5.8,31,23.1,223,0
3.6,7.8,26,20.5,99,0
3.9,7.6,38,12.4,58,0
3,5.2,28,15.8,59,0
3.8,7.1,31,20.8,94,0
3.9,8.2,27,17.4,57,0
3.5,8,27,16.2,270,0
4,7.6,31,12.2,264,0
3.7,8.5,26,16.7,53,0
3.6,6.9,29,23.8,294,0
3.6,8.1,32,31.4,75,0
5,10.2,28,21.5,226,0
2.7,6.1,31,21.6,73,0
4,6.9,27,14.9,211,0
3.6,8.5,17,18.3,233,0
3,5,29,11.1,248,0
3.8,7.8,18,11.1,61,0
3.7,7.4,24,20.7,68,0
3.2,5.8,26,11.8,74,0
3.9,7.3,28,13.7,80,0
3.8,8.5,26,16.5,95,0
3.1,5.9,31,23.5,276,0
3.9,7.8,32,20,276,0
3.6,8.3,31,10.3,57,0
3.9,8.1,31,34.6,204,0
3.5,7.1,32,19.1,222,0
3.6,7.7,20,14.5,204,0
3.6,6.8,28,21.4,266,0
3.7,8.5,31,23.1,245,0
3.4,6.2,26,12.7,50,0
3.6,7.4,27,24.9,237,0
3.5,6.8,29,15.9,71,0
3.2,6,32,15.5,50,0
3.3,5,27,13.7,222,0
3.3,6.7,30,11.5,296,0
4,6.9,22,19.9,56,0
3.8,7.9,20,20.5,83,0
4.2,7.4,32,23.2,200,0
4.4,11.5,30,22.6,246,0
3.8,8.2,15,17.4,61,0
4.3,7.3,29,10.9,97,0
3.7,7.6,31,20.7,86,0
3.9,8.6,29,27.8,65,0
3.6,8.3,45,11.7,245,0
3.6,8.7,32,14.9,50,0
3.8,8,30,15.5,247,0
3.9,8.4,20,13,292,0
4,7.4,28,19.4,209,0
4,8.6,44,16.2,232,0
3.8,7,17,24.2,85,0
3.6,7.5,45,14.2,66,0
5.2,12.5,27,24.3,254,0
3.7,7.3,19,12.5,207,0
3.6,7.2,18,24.1,255,0
3.8,8,15,24.1,64,0
3.8,7.8,21,22.1,240,0
4,8.1,30,11.1,65,0
5.2,11.1,26,20.9,250,0
3.6,7.8,41,10.6,98,0
3.7,8.5,31,27.9,67,0
3.9,8.3,22,16.1,230,0
4,8.4,27,25,239,0
3.5,7.7,25,14.1,91,0
4.2,8.7,28,12.2,65,0
3.5,7,29,33.9,76,0
3.8,7.4,25,25,79,0
3.7,7.8,38,21,238,0
3.2,6,31,18.3,81,0
5.6,7.3,30,14,62,0
3.9,8.5,31,24.4,62,0
3.6,7.6,22,20.5,93,0
3.5,6.8,39,16.8,71,0
5,9.6,28,25,86,0
4,8.3,29,16.2,95,0
5.3,7.1,30,15.9,79,0
3.5,7.4,21,11.8,239,0
4,8,30,24.7,252,0
2.8,5.2,28,10.4,69,0
4,7.3,27,15.6,67,0
4.8,9.7,28,17.8,238,0
5.8,8.3,27,22.3,65,0
5.1,11.2,29,16.7,247,0
3.2,5.7,28,12.4,86,0
5.5,10.6,27,18.8,92,0
3.5,8,17,22.5,59,0
4,8.5,28,13.5,66,0
4,7.3,29,20.7,264,0
3,5.7,29,13.2,292,0
4.7,9.2,30,24,76,0
3.5,7.9,30,16.2,80,0
3.8,8.7,37,13,253,0
3.4,6.3,30,17.3,272,0
3.5,7.7,29,12.1,280,0
3.6,7.1,31,12.3,210,0
3.7,7.2,30,20.7,63,0
3.9,8.1,27,16.1,100,0
3.7,7.1,26,27.4,85,0
3.9,7.8,16,13.2,54,0
3.5,8.6,34,14.4,272,0
2.5,6.7,30,11.3,226,0
2.8,6.2,30,23.1,97,0
4.8,10.9,30,16,276,0
5.6,13.8,27,13.6,215,0
4.2,10.9,30,11.6,68,0
3.8,6.8,31,20.6,201,0
3.5,8.4,31,21.6,228,0
5.5,11.8,29,11,209,0
3.8,7.2,26,14.8,262,0
3.8,7.3,28,14.2,237,0
3.2,5.6,28,21.7,90,0
3.8,8.2,26,15.3,94,0
3.7,7.1,19,19.9,223,0
3.9,6.8,33,19.3,234,0
3.7,7.9,28,28.5,100,0
3.2,6.2,28,14.4,95,0
2.5,6.1,31,18.8,86,0
5.7,12.9,28,24.7,279,0
3.8,7.1,31,18.8,50,0
2.5,5.4,32,14,218,0
3.6,7.9,30,32,232,0
5.1,12.1,27,14.5,274,0
4,7.7,31,23.9,64,0
3.7,7,27,24.3,285,0
2.7,5.2,32,16.2,90,0
3.1,5.8,31,24.9,51,0
5.3,14,28,18.5,56,0
3.3,5.8,27,19.6,80,0
3.5,7.2,30,24.7,299,0
3.6,8.3,30,20.9,287,0
3.5,8.3,31,18.6,228,0
3.6,8.3,30,22.1,66,0
3.7,7.7,30,29.4,58,0
3.6,8.3,43,24.2,290,0
5.6,11.4,27,16.8,97,0
5.9,12,30,14.1,70,0
3.7,8,19,11.7,94,0
3.5,7.1,39,18.2,55,0
3.2,5.2,28,19.4,80,0
3.7,7.9,37,20.7,65,0
3,6.7,27,19.6,93,0
5.5,9.7,30,16.3,269,0
3.5,6.9,27,26.7,59,0
2.5,5.8,29,16.4,79,0
3.5,7.8,30,20.7,246,0
2.8,6.5,28,15.3,84,0
3.6,7.1,27,10.8,292,0
3.6,8.1,24,11.2,241,0
4,7.1,17,11.1,233,0
5.9,12,32,24.9,200,0
3.8,8.3,26,18.1,297,0
3.7,8.7,43,13.2,217,0
3.7,7.3,18,24.8,232,0
3.8,7.2,18,19.5,64,0
3.5,8.2,32,14.4,58,0
6,7,30,24.4,277,0
3.9,8.1,31,22.9,57,0
3.7,7.6,19,18.8,71,0
6,10.2,30,23.5,286,0
4,6.9,21,24.1,266,0
3.5,7.4,20,14.8,208,0
2.6,5.2,31,14.5,98,0
3.7,8.3,27,17.5,291,0
4,6.9,31,21.6,96,0
3.5,7.2,30,23.8,267,0
3.9,8.1,31,12.9,76,0
4,7.6,24,15.4,77,0
4,7.2,31,13.7,82,0
3.8,8.4,34,17.2,60,0
2.7,5.4,32,22.9,224,0
4,8.2,31,15.1,228,0
3.7,7.7,27,33.1,253,0
5,11.4,28,21.2,274,0
5.1,13.8,27,10.2,78,0
3.8,8.4,26,23.9,230,0
3.7,8,28,17.4,80,0
3.8,7.8,26,34.4,254,0
3.5,7.9,29,16,278,0
3.7,7.3,15,16.5,52,0
4.8,13.2,28,20.4,224,0
4,6.9,27,14.6,72,0
3.9,6.9,27,18.3,276,0
3.5,7.4,32,34.5,90,0
3.9,8.3,30,32,203,0
3.1,5.2,32,15.6,74,0
3.9,6.8,29,13.4,211,0
3.8,7.8,31,23.5,71,0
3.3,6.5,26,23,60,0
3.3,6.7,29,12.7,271,0
2.6,5.4,29,15,54,0
5.8,12.6,29,12.2,285,0
2.8,5.3,31,21.6,76,0
3.5,7.1,27,18,215,0
4,6.8,28,19.9,278,0
4,7.3,30,22.3,276,0
4,6.9,15,14.7,94,0
3.6,7.7,29,11.8,58,0
4,7.2,29,12.8,256,0
3.7,7.8,30,10.3,74,0
4,8.4,45,18.5,62,0
5.2,7.6,31,19.7,298,0
3.2,6,31,14.3,93,0
3.8,8,44,17.7,218,0
3.6,8.5,30,14.9,69,0
3.9,7.1,36,19.4,84,0
4,6.9,33,14.2,234,0
3.5,8,30,30.9,296,0
3.2,5.5,27,25,254,0
2.6,6.2,30,14.6,241,0
4.6,12.8,30,23.8,84,0
3.8,7.4,15,23.3,56,0
3.5,8.6,29,13.8,61,0
4.7,13.2,31,14.3,225,0
5.7,7.3,31,14.5,51,0
3.5,8.4,27,20.8,211,0
3.9,7.3,40,20.9,83,0
3.8,7.9,32,18.9,53,0
4,8.1,26,32.8,202,0
4.7,11.3,26,14.2,257,0
5.8,11.2,29,10.7,75,0
2.9,5.8,26,24.5,257,0
3.9,7.8,31,19.1,295,0
3.5,8.1,29,17.5,260,0
3.6,7.6,31,19.5,89,0
3.5,7.4,29,18.8,289,0
3.7,7.6,35,19.2,240,0
3.9,7.2,28,31.9,241,0
3.9,8.2,30,16.3,76,0
3,5.5,31,11,95,0
3.3,6.7,30,12.1,258,0
3.5,8.7,25,23.4,250,0
6,12.7,32,12.8,59,0
2.9,6.1,26,21.6,88,0
5.8,13.6,31,16.3,294,0
3.1,5.1,32,23.6,245,0
4.7,12.5,31,21.7,296,0
5.1,8.6,30,16.5,261,0
3.5,6.8,43,15.9,295,0
3.5,6.9,27,15.4,90,0
3.7,7.5,29,10.4,257,0
3,6.3,29,23.9,62,0
3.5,7.1,28,24.7,224,0
3.8,7.7,24,20.6,254,0
3.5,6.8,27,28.2,221,0
3.7,7,24,20.1,219,0
4,8.2,29,22,222,0
2.9,5.4,29,23.7,65,0
3.6,7,41,12.2,83,0
3.9,7.7,19,15.3,88,0
3.7,8.6,21,23.6,99,0
4,7.7,19,13.3,65,0
3.5,6.8,28,18.6,256,0
3.6,7.1,31,24.3,268,0
3.6,8.7,26,28.6,60,0
3.6,8.7,31,16.7,239,0
5.5,12.4,30,18.6,93,0
5.9,10.1,29,22.4,265,0
5.6,12.2,32,15.2,67,0
3.9,8.4,27,18.2,205,0
3.7,8.4,16,17.7,68,0
3.6,7.3,32,18,82,0
3.5,7.4,30,25,55,0
5.4,8.8,27,12.6,54,0
2.8,5.6,30,16.6,65,0
4,8.2,27,14.8,201,0
4.6,11.9,27,19,62,0
3.6,8,43,19.8,224,0
3.5,8.1,34,12,55,0
4.6,12.6,31,18.4,88,0
3.9,8,26,12,213,0
3.7,7.6,35,13.9,57,0
4.6,8.4,32,21.3,288,0
3.9,7.8,29,18.6,227,0
3.7,8.3,30,24.7,73,0
3.5,8.5,30,14.1,59,0
3.7,7.8,44,13.4,246,0
3.7,7.7,26,24,268,0
3.8,6.9,32,20.5,235,0
4,7.2,32,24.9,69,0
3.8,7.9,35,15.1,264,0
53,8.9,26,10.8,71,0
3.6,7,17,16.7,238,0
