DO(ppm),pH,Temperature(*C),Salinity(ppt),TDS,Health
3.5,8.2,29,19.1,100,0
3.5,8.2,21,12.7,69,0
3.8,7,29,26.3,97,0
3.8,7.5,27,17.1,78,0
5.8,13.2,29,23,97,0
3.9,8.7,22,23.1,288,0
3.7,7.6,27,33.5,53,0
3.8,7,27,21.6,81,0
3.9,8,30,17.8,296,0
3.8,7,25,16.3,52,0
3.9,7.1,27,11.8,273,0
3.8,7,38,19.1,270,0
3.8,7.8,32,10.9,55,0
4,7.8,32,18.3,281,0
3.5,7.4,28,20.5,241,0
3.6,7.1,27,16.2,237,0
2.7,6.7,26,24,81,0
2.6,5.6,31,19.8,252,0
4.8,13.7,27,23.3,253,0
3.7,7,22,11.7,260,0
4,8.5,29,34.4,96,0
2.5,5.2,29,24.9,95,0
3.7,7.1,26,24.7,232,0
2.8,5.8,27,12,239,0
3.9,8.1,21,21.7,200,0
3.9,8.1,32,20.7,288,0
3.8,7.1,43,24.5,69,0
3.5,7.8,27,10.6,290,0
3.7,8.1,16,14.3,80,0
3.8,8.2,31,12.2,239,0
3.9,7.9,30,33.2,50,0
3.7,7.3,27,20,273,0
4,7.5,25,12.2,245,0
3.5,7.6,32,21.2,275,0
3.7,7.1,38,17.9,200,0
3.8,8.7,28,13.1,81,0
3.7,7.2,32,16,225,0
3.6,7.4,28,14.6,55,0
5.7,11.1,27,16.9,81,0
3.5,7.6,15,23.7,82,0
55,12.2,32,14,236,0
4.3,13.8,31,17.8,64,0
5,11.6,26,16.4,86,0
3.9,8.4,21,24.1,97,0
3.9,7.9,31,27.6,66,0
3.7,7.1,16,23.7,282,0
3.5,8.4,38,18,78,0
5.1,10.3,31,10.6,63,0
4.2,9.5,29,17,82,0
3.6,7.7,30,24.6,53,0
3.6,8.1,20,17.7,240,0
4.2,10.6,28,10.3,205,0
2.6,6.2,31,15.9,235,0
3.6,7.9,15,11.1,279,0
3.8,7.7,45,11,219,0
3.5,8.2,31,30.3,88,0
3.6,7.9,44,23.7,82,0
3.7,8.3,30,24.7,71,0
3.6,7.6,32,21.3,295,0
3.5,8,16,17,79,0
2.8,5.9,30,22.3,58,0
3.2,5.8,32,24.6,51,0
5.4,10.8,29,22.6,64,0
3.8,8.5,31,19.2,54,0
4.3,10.8,28,22.5,50,0
3,6.3,32,20.7,86,0
3.5,7.6,16,12.2,87,0
6,13,29,23.9,100,0
3.6,8.4,28,27.5,71,0
4,6.8,30,17.2,276,0
3.7,6.9,22,20.5,251,0
3.6,8.1,24,12.8,65,0
4.5,11.6,28,18,277,0
3.9,8,29,10.6,206,0
3.8,8.6,43,18.4,81,0
3.5,6.8,31,33.5,84,0
3.5,8.3,28,27.6,248,0
3.9,7.1,23,22.1,74,0
4,7.9,33,14.4,51,0
3.9,6.8,45,18.4,75,0
4,8.2,32,15.6,73,0
3.2,5.8,31,21.6,204,0
3.8,7.8,29,24.6,94,0
4.8,11.9,30,19.5,53,0
3.8,7.2,31,28.1,278,0
3.8,7.2,20,23.4,69,0
2.9,5.6,30,21.4,52,0
3.7,8.3,27,15,55,0
3.7,8.3,27,18.6,73,0
3.6,7.4,29,33.6,273,0
4.2,13.6,32,22.1,84,0
3.5,6.9,29,21.7,222,0
3.6,7.9,29,30,248,0
3.6,8.5,19,23.6,63,0
4,7.2,35,12.6,63,0
3.8,8.2,24,11.1,55,0
3.8,7.6,31,30.1,243,0
3.5,8.1,32,31.7,279,0
3.7,7.9,32,28.8,80,0
3.9,8.2,26,27.4,84,0
5.5,9.3,28,10.6,252,0
3.6,7.1,30,11.1,284,0
3.8,8.4,20,23.2,77,0
3.6,7.6,28,11.2,72,0
3.8,7,35,18.8,94,0
4.2,12.2,27,10.7,296,0
3.8,8.5,31,12.1,257,0
3.5,7.6,32,13.9,268,0
5,7.2,32,15.5,54,0
3.5,7.4,28,19.5,253,0
3.8,8.1,19,24.4,233,0
3.7,7.8,30,16.6,65,0
4,6.9,31,33.3,278,0
3.3,6.1,27,10.7,246,0
3.6,8.3,27,18.8,96,0
3.8,6.9,22,13.3,254,0
4.7,13.3,27,10.7,69,0
3.7,7.7,30,21.2,264,0
4,8.7,30,16.1,67,0
5.7,10.1,32,22.4,270,0
3.9,7.5,39,12.3,77,0
3.6,7.5,27,21.1,290,0
3.9,8.5,16,12.7,89,0
3.5,7.9,31,18.6,265,0
3.6,7.2,17,10.1,94,0
3.5,8.1,29,18.9,206,0
3.7,7.2,21,23.8,50,0
2.7,6,29,21.9,290,0
3.8,7.8,20,13.8,278,0
3.8,6.8,27,28.7,52,0
3.7,7.5,29,19.4,268,0
4,7.1,18,14.7,236,0
3.9,7.3,26,15.7,90,0
3.5,8.4,28,10,67,0
3.9,8.3,16,12.8,56,0
3.7,7.6,30,17.4,54,0
3.5,6.8,19,18.4,78,0
3.8,7.2,39,13.5,57,0
3.1,6.4,31,12.3,250,0
5.4,11.9,30,19.1,268,0
3.8,8.6,17,18.2,63,0
3.7,7.7,29,14.1,61,0
5.7,11.2,29,13.5,228,0
3.9,7.7,31,11.3,202,0
3.3,5.7,29,18.6,72,0
3.5,6.8,30,33.1,51,0
3.8,7.5,27,33.6,73,0
3.9,8.6,25,13.5,91,0
3.6,7,37,22.2,236,0
4.6,13.3,29,12.6,82,0
3.5,8.4,23,11.9,82,0
2.7,5.2,32,14.4,87,0
5.3,10.1,29,23.6,50,0
3.5,6.8,31,17.4,91,0
4.2,8.6,30,18,83,0
5.3,12.2,29,20.1,239,0
2.5,5.1,32,17.5,210,0
3.1,5.4,30,12.9,207,0
3.5,8.7,32,11.6,231,0
3.3,5.4,28,21.6,233,0
4.4,11.3,30,23.5,56,0
3.7,8,32,14.3,246,0
3.8,8.5,31,15.6,256,0
3.9,8.4,31,14.9,277,0
4.6,13.9,29,16,234,0
3.6,7.7,26,17.4,75,0
3.7,8.3,27,10.3,52,0
2.9,5.8,32,16.1,291,0
3.7,8.1,23,10,268,0
3.5,8.7,35,17.1,90,0
3.6,8.7,31,10.1,203,0
3.7,7.7,36,15.2,281,0
2.9,6.7,29,23.8,238,0
3.9,8.2,19,13.5,85,0
3.9,7.6,17,17.1,278,0
3.9,8.1,32,19,69,0
4.6,12.2,32,14.2,222,0
3.7,7.1,26,18.7,74,0
4,8.3,39,10.8,236,0
3.1,6.3,29,11.2,282,0
2.8,5.5,32,15.4,83,0
4.8,12.7,31,12.4,93,0
3.9,8.7,16,13.4,60,0
3.9,8.1,32,11.7,81,0
3.4,6.5,29,19.9,292,0
3.9,8.6,21,10,241,0
3,6.4,27,16.1,89,0
3.5,7.6,26,34.7,99,0
3.8,7,26,11.6,59,0
3.7,7.3,26,31.5,293,0
5.8,12.1,26,20.5,69,0
3.7,7.6,19,12.8,65,0
5.6,12.7,26,22.1,236,0
5,7.1,29,20.8,204,0
3.7,8.2,27,16.1,298,0
3.9,8.2,29,18.6,293,0
2.7,5.6,29,20.8,293,0
3.7,8,16,15.4,213,0
4,8.4,21,18.3,234,0
3.7,7.3,30,22.9,235,0
3.6,8.4,42,21.8,288,0
3.8,7.1,27,20.1,60,0
2.9,6.3,29,25,213,0
3.9,6.9,20,10.8,91,0
3.6,7.3,31,13.4,100,0
3.6,7.6,23,24.4,57,0
3.5,8.7,31,33.4,262,0
3.4,6,26,21.3,88,0
3.6,7.8,32,33.4,80,0
3.3,5.9,28,19,280,0
2.6,6.7,32,15.4,50,0
3.2,6.6,31,12.2,74,0
5.5,12.4,32,11.1,91,0
3.9,8.5,30,17.8,73,0
3.5,7.7,28,24.7,98,0
3.8,8,27,33,218,0
3.5,6.8,28,22.7,97,0
2.6,5.2,29,13.3,100,0
3.1,5.7,30,20.8,237,0
3.8,8,28,17.5,219,0
3.1,5.7,26,17.2,55,0
5.3,10,32,10.2,248,0
3.2,5.2,32,23.1,277,0
4,7,32,30.6,51,0
3.8,7.2,31,20.9,100,0
5.4,8.2,28,14.5,231,0
3.5,7.3,30,12.3,84,0
3.6,7,44,10.5,245,0
3.6,7.6,30,27.9,274,0
3.9,8,26,18.9,91,0
2.6,6.1,31,19.2,98,0
2.6,6.6,26,12,200,0
3.8,7.9,29,12.8,66,0
3.9,7.6,21,23.3,60,0
3.6,8.6,28,22.6,100,0
5.3,8.8,26,19.2,233,0
3.7,7.4,27,12.2,74,0
3.9,8.4,34,17.5,217,0
4,7.9,22,19.5,62,0
4,7.7,31,28.7,74,0
3.7,7,42,24.5,250,0
3.8,8,26,19.9,251,0
3.7,8.6,27,22.6,216,0
3.6,7.4,44,12,294,0
3.8,7.5,27,22.8,83,0
3.8,7.1,27,19,258,0
3.8,8.3,31,17.9,53,0
3.8,7.5,17,13.3,54,0
4.8,7.3,29,20.4,216,0
3.6,7,34,15.3,72,0
2.5,5.1,26,17.3,62,0
3.8,7,26,23.1,68,0
3.8,7.4,28,13.4,82,0
3.7,7.5,32,18.3,217,0
3.9,8.5,28,31,202,0
3.9,8.1,32,23.3,223,0
3.7,7.8,31,30.3,290,0
3.7,7.9,19,18.8,70,0
3.9,7,28,24.7,59,0
2.9,5.9,28,21.1,92,0
3.6,7.6,22,11.5,62,0
4.2,12.5,28,12,64,0
3.3,5.7,26,21.4,77,0
3.6,6.8,15,13,94,0
3.5,8.3,28,14,252,0
3.5,8.2,29,31.4,67,0
3.7,7,31,31.6,89,0
3.5,7.2,20,20.4,221,0
3.6,8.6,28,24,296,0
3.5,7.5,31,29.2,208,0
3.5,8.5,16,11.5,76,0
5.5,13.9,26,16.6,53,0
5.2,13.3,28,15.4,59,0
3.8,6.8,18,20.2,300,0
3.5,7.1,30,25,90,0
6,12.3,32,18,92,0
3.5,8.7,29,14.1,59,0
3.8,7.5,26,27.9,259,0
3.5,8.5,26,12.6,296,0
4.3,13.1,26,15.6,100,0
3.5,7.4,27,21,98,0
4,8.3,29,15,80,0
3.6,7.1,27,23.2,259,0
3.5,8.2,33,21.7,84,0
4,7.4,22,20.7,213,0
4,6.9,37,15.2,61,0
3.8,8.1,31,13.1,254,0
3.7,8.7,30,21.5,79,0
3.1,5.2,32,10.7,210,0
3,5.9,32,17.8,74,0
4.4,12.3,26,20.5,78,0
4,8,16,15.8,85,0
3.9,8.7,24,13.4,288,0
3.9,8.3,31,34.8,81,0
5.2,12.3,27,19.3,70,0
5,13.5,28,16.1,81,0
4,7.5,19,17.1,207,0
5.7,7.4,26,15.5,63,0
5.8,13.2,30,23.3,233,0
5.8,12.7,26,17.6,88,0
2.7,6.3,30,14.2,98,0
3.7,6.9,26,19.1,54,0
5.7,12,27,13.2,79,0
4.7,13.4,26,19.3,80,0
3.6,8.7,34,19.8,295,0
3.8,8.7,32,14.5,87,0
3.6,7.8,32,16.5,90,0
3.6,8.5,40,17.3,262,0
2.9,5.5,28,11.6,224,0
6,8.6,31,22.2,69,0
3.9,7.3,26,22.1,289,0
3.8,7.9,23,24.9,293,0
3.9,8.5,26,18.1,80,0
3.7,7.5,30,18,71,0
3.9,8.3,32,16.4,270,0
2.6,6.4,30,23.7,68,0
2.7,6.4,31,10.5,64,0
3.7,7.8,26,21.8,296,0
3.6,7.7,32,23.1,67,0
2.8,6.6,27,22.3,93,0
3.9,7,28,33.8,260,0
3.5,8.5,28,12.5,296,0
2.6,6.2,29,16.5,61,0
4,7,29,14.4,54,0
3.6,8.4,29,20.4,288,0
3.6,7,28,15.8,80,0
3.6,7.1,27,17.7,200,0
3.8,7.2,28,29.9,291,0
2.7,5.6,31,17.4,73,0
3.7,8.3,28,31.5,96,0
3.8,7.5,27,10.5,56,0
5.9,8,27,21.1,51,0
3.6,8.1,28,30.7,226,0
3.4,5.1,32,14.1,85,0
3.9,8.1,31,23,76,0
5.2,9.8,27,17.4,95,0
3,6.4,27,24.2,95,0
3.8,8.7,29,22.2,263,0
4,7.9,21,22,279,0
2.7,5.2,31,21.7,89,0
2.9,5.2,31,25,239,0
3.7,7.4,22,24.1,83,0
3.7,8,28,31.5,284,0
3.3,5.7,30,21,246,0
2.9,6,29,20.6,62,0
3.8,8.6,24,20.6,71,0
3.6,7.2,32,30.8,91,0
3.9,8.1,36,10.5,211,0
3.6,7.6,30,14.9,288,0
3.9,7.1,31,34.4,52,0
3.7,8.5,18,16,91,0
3.6,8.3,32,26.2,63,0
3.5,8.7,32,15.1,208,0
3.7,8,15,22.1,275,0
3.6,7.7,34,19.8,86,0
3,5.2,31,18,281,0
3,5.2,31,19.7,52,0
3.5,7.2,33,18.6,97,0
3.2,5.5,29,14.1,51,0
2.9,5.4,29,17.6,261,0
6,11.7,28,15.7,287,0
4.6,10.7,30,20.8,283,0
3.7,8.5,29,34.3,290,0
3.8,7.5,26,33.4,55,0
4,8.3,31,24.6,265,0
3.5,8.4,16,24.1,95,0
2.6,6,29,14.3,62,0
4,6.9,28,13.1,93,0
3.7,8.4,28,16.2,87,0
3.9,8.4,28,28.3,61,0
3,5.8,27,24.4,94,0
4.3,9.7,30,12.1,59,0
2.8,6.4,28,15.8,264,0
3.8,8.7,32,23.1,61,0
3.5,8.6,36,11.2,227,0
3.9,7.3,21,17.2,209,0
3.8,7,27,11,254,0
3.5,7.5,27,13.3,89,0
3.7,7.7,26,28,289,0
3.8,8.2,24,15.2,224,0
3.6,7.4,27,13.8,83,0
3.7,7.3,32,15,289,0
5.4,13.3,29,10.9,257,0
4,8.2,29,11.2,269,0
3.3,5.2,30,20.5,88,0
3.2,5.1,28,11.9,81,0
4,7.8,23,17.3,242,0
2.9,5.4,27,15.8,259,0
3.6,7.1,30,15.9,257,0
3.6,7.1,31,16,256,0
2.5,6.5,30,15.1,294,0
3.9,8.1,15,22.2,57,0
4,8,28,23.6,290,0
2.7,6.1,30,16.1,73,0
4,7.5,26,21.3,72,0
4.5,11,26,15.7,69,0
3.6,7.1,27,18.8,273,0
3.3,6.7,27,19.2,244,0
3.9,7.6,31,32.3,219,0
5.6,11.9,31,24,273,0
3.9,8.7,30,14.7,82,0
4.3,12,27,23.2,51,0
3.3,5.4,27,16.7,75,0
3.5,7,38,21.9,232,0
3.6,7.8,30,21.4,62,0
3.7,8,30,18.8,61,0
4,8.7,29,13.1,293,0
2.7,6.2,27,23.6,250,0
3.9,7.7,16,13.5,248,0
3.7,8.5,31,17.7,87,0
4,8.1,28,27.7,231,0
3.4,5.7,31,11.4,52,0
3.3,5.1,30,21.8,50,0
3.9,6.9,26,10.1,275,0
2.5,6.5,28,13.9,55,0
3.9,7.5,26,26.3,53,0
4,6.9,32,24.7,56,0
3.7,7.2,22,22.3,241,0
3.5,7.5,21,14.5,246,0
3.1,6.7,29,24.5,75,0
5.7,11.6,26,20.7,272,0
3.8,7.8,23,17.3,97,0
4,7.9,28,11.7,289,0
3.7,8.7,40,12.8,87,0
3.9,7.3,31,12.1,238,0
3.6,7.1,29,14,71,0
2.5,5.4,28,13.2,75,0
3.6,7.3,27,24.7,93,0
4,8,41,22.8,266,0
3.6,8.6,19,23,62,0
2.7,5.2,29,13.1,219,0
4.2,13.9,28,18.6,238,0
3.7,7.3,28,11.2,95,0
3.8,8.3,15,21.2,285,0
3.7,8.5,29,27.5,56,0
4,8.3,28,13.4,259,0
5.5,10,27,11.1,75,0
3.9,7,31,23.8,73,0
3.7,8.6,17,24.3,78,0
3.8,7.7,31,14.2,278,0
3.7,8,32,13.8,60,0
3.9,7.1,19,22.2,287,0
3.9,7,44,24.2,90,0
3.6,8.4,18,15.8,205,0
4,7.5,31,13.1,92,0
5.5,9.7,30,19.8,216,0
3.6,8,24,19.2,272,0
5.4,12.3,27,12.7,256,0
3.6,7.5,32,15.6,274,0
3.9,7.2,31,14.6,69,0
6,8.7,30,17.5,70,0
3.8,8.2,37,12.2,211,0
3.1,5.3,26,16.3,272,0
3.7,7.7,20,17.4,64,0
3.6,8,32,18.3,73,0
3.6,7.9,26,11.9,270,0
3.5,7.6,27,15.9,60,0
2.8,6.4,28,19.6,89,0
5.6,8.8,31,22.4,71,0
3.7,8.1,31,11.1,70,0
3.6,8.5,31,23.9,297,0
4.2,10.7,31,12.2,251,0
3.6,7.3,30,25,216,0
3.5,7.8,30,22.1,262,0
3.5,8.1,32,21.7,89,0
4.6,12.1,26,19.8,292,0
4.2,7.7,29,14.6,54,0
5.7,7.9,28,14,260,0
4.6,12.9,32,17.1,248,0
4,7.9,32,10,270,0
3.5,7.3,27,24.5,276,0
4,8.6,29,18.7,276,0
3.9,7.3,31,19.9,274,0
3.6,7.6,28,11,230,0
4,7.8,26,29.7,205,0
3.4,5.3,32,15.3,64,0
3.9,7.8,18,16,62,0
4.8,8.7,31,12.5,214,0
3.7,6.8,29,12.8,60,0
2.8,5.7,30,12.2,289,0
5.9,10.1,31,21.4,201,0
3.3,5.4,27,22,242,0
3.5,8.1,26,19.1,51,0
4.9,13.9,26,21.5,93,0
5.2,9.5,26,13.3,73,0
3.6,8.6,39,20.5,296,0
3.1,6.3,29,10,72,0
4,7.1,40,23.7,86,0
3.5,7.4,28,13.5,299,0
3.7,7.8,35,20,233,0
4,6.9,27,18.9,300,0
3.5,8.2,29,14.2,204,0
2.8,5.8,32,10.5,233,0
3.7,8.5,32,17.4,214,0
2.9,5.9,28,20.3,297,0
3.4,5.6,26,15.1,70,0
3.4,6.7,32,21.9,225,0
3.9,8.3,32,14.2,234,0
4,7.4,42,17.9,68,0
3.6,7.7,16,15,71,0
3.7,7.5,27,13.7,286,0
2.6,5.5,29,24.2,288,0
3,6.7,28,18.7,271,0
4.3,10,32,21.6,66,0
3.9,7.2,29,20.1,90,0
4.8,9.7,26,13,206,0
3.5,7.3,38,19.9,83,0
3.7,8.3,30,16.8,258,0
3.4,5.7,27,15.3,240,0
4,7,32,15.8,249,0
3.9,8.1,32,11.2,82,0
4,7,26,15,80,0
3.8,8.6,28,17.3,100,0
3.6,8.2,26,18.1,68,0
2.7,5.9,31,18.2,58,0
2.8,5,27,24.5,64,0
3.6,6.8,15,21.9,68,0
3.4,6.2,26,21.7,79,0
3.7,8,32,14.8,262,0
3.6,6.8,30,11.2,56,0
2.7,5.6,31,23.7,99,0
3.5,8.6,28,19.6,94,0
3.7,8,37,23.1,62,0
2.5,6.6,26,22.2,223,0
3.7,6.9,28,11.7,67,0
3.7,7.9,30,14.4,96,0
3.9,7.4,29,10.2,56,0
3.9,7.1,26,16.3,59,0
3.5,7.8,27,20.8,288,0
3.6,8.6,28,18.7,230,0
4,7.8,32,29.8,231,0
6,9.9,32,24.8,289,0
3.3,6.3,27,10.3,84,0
4,6.8,29,21.6,246,0
4,8.2,22,24.9,300,0
2.6,6.2,27,15.9,79,0
3.8,8.1,22,20.6,258,0
3.8,7.4,25,18.3,232,0
2.9,5.5,27,22.9,275,0
3.6,7.1,29,11.2,286,0
3.5,8.4,29,23.7,64,0
3.4,5,27,11.1,207,0
3.6,8.2,30,12.6,218,0
3.7,7,27,17.7,237,0
3.7,8.7,27,30,56,0
3.5,7.4,32,15.3,65,0
3.9,7.5,21,13.6,247,0
3.6,7.2,26,24,233,0
3.6,7.6,27,11,203,0
2.6,6,32,23.3,248,0
3.6,7.3,26,12.6,79,0
3.5,8.6,29,12.1,60,0
3.1,5.4,28,23.8,87,0
3.1,5.8,28,19.2,251,0
3,5,29,17.2,216,0
3.7,8.2,19,13.3,58,0
3.8,7.5,22,20.4,232,0
4.7,7.7,29,17.3,286,0
4.7,8.2,28,21.6,264,0
3.8,7.6,20,18.6,219,0
5.6,10.4,32,18.3,73,0
3.9,7.3,29,16.5,65,0
3.9,8.3,30,27.6,252,0
3.9,7.5,38,21,288,0
4,7.9,26,13.3,56,0
4,7.5,31,18.8,83,0
3.8,8.2,16,21.5,237,0
3.6,8.7,31,15.9,226,0
3.6,8.3,35,11.3,249,0
3.6,8.2,18,18.6,84,0
3.7,8.5,39,18.6,96,0
5.6,10.3,30,16.9,69,0
3.9,8.2,23,22.3,74,0
4,7.5,15,12.6,55,0
4,7.3,19,12.5,291,0
3.7,7.6,22,21.1,226,0
3.9,7.1,26,15.2,206,0
4.9,12.2,27,16.1,89,0
3.5,8.1,41,16,212,0
4,7.5,30,32.8,264,0
3.7,8.6,23,23.4,216,0
3.9,7.2,30,24.2,287,0
3.8,8.4,18,20.4,240,0
5.4,13.8,26,17.5,244,0
4,8.6,27,34.2,100,0
4,7.2,21,13.1,295,0
3.7,7.5,38,11.6,79,0
2.7,6.5,28,15.9,50,0
4.8,14,28,10.4,51,0
3.9,7.7,32,23.4,245,0
3.9,8.4,17,23.6,89,0
3.9,7.3,40,19.7,264,0
5.1,13.4,28,11.7,293,0
3.5,8.5,30,18.2,78,0
5.7,13,29,18.6,77,0
3.5,6.9,18,10.9,79,0
3.9,7.9,31,21.6,66,0
2.8,6.1,30,10.2,277,0
4,7.8,32,17.9,76,0
5.1,12.9,31,12.8,98,0
4.3,13.1,30,10.6,100,0
4.3,8.4,28,22.3,73,0
3,6.3,29,13.8,94,0
5.6,8.2,31,20.3,205,0
4,6.9,19,24.5,290,0
4,7.5,30,14.2,243,0
4,8.1,28,23,246,0
3,6.6,29,16.7,201,0
4.4,8.8,32,14.3,241,0
3.9,7.9,27,13.4,217,0
3.8,8.4,38,19.1,86,0
3.1,6,27,19.4,277,0
3.7,7.3,28,21.5,64,0
3.8,8.3,30,13,215,0
3.7,7.8,31,13.9,80,0
3.8,8.7,30,19.7,281,0
3.9,8,29,32.8,70,0
3.6,7.9,16,20.6,85,0
3.8,7.6,35,23.6,91,0
3.3,5.8,28,21.3,62,0
2.6,5.2,30,18,75,0
5.3,8.7,30,22.5,97,0
5.2,13.3,32,24.2,283,0
4.2,12.1,31,10.3,209,0
3.9,7.9,27,20.8,203,0
3.7,7.8,26,19.1,216,0
5,13.5,31,10.8,267,0
3.9,7.7,26,20.9,90,0
3.8,8.4,28,10.8,211,0
3.2,6.2,27,23.4,70,0
4,7.2,27,24.3,288,0
3.6,8.5,20,24.6,67,0
3.5,7.2,35,24.1,236,0
3.7,7,27,27.3,300,0
2.5,6,32,25,228,0
3.2,6.6,30,11.7,273,0
5.8,11,28,23.7,84,0
3.6,7.3,31,16.2,90,0
2.6,5.6,27,20.8,98,0
4,7.9,32,33.8,232,0
4.4,12.2,26,18.1,254,0
3.6,7.2,29,10.1,95,0
3.5,8.7,28,19,299,0
3.3,5.3,32,13.7,256,0
3.1,5.6,28,24.8,246,0
4.2,8.1,30,10.8,62,0
2.8,5.1,29,19.5,86,0
3.7,8.4,27,19.4,53,0
3.5,7.2,28,24.1,230,0
3.9,8.1,28,16.1,244,0
3.7,8.6,31,15.7,80,0
3.6,8.4,30,32.7,288,0
3.6,8.3,34,15.5,94,0
4.6,10.5,29,10,265,0
5.4,12.4,32,20.5,95,0
3.9,7.9,23,12.7,86,0
3.5,8,35,11.5,220,0
2.6,5.2,28,20,244,0
3.8,8.5,38,14.4,87,0
2.8,6.4,27,14.1,60,0
5.5,10.3,28,11.5,283,0
4,7.4,28,27.5,90,0
3.2,6.4,27,24.7,68,0
4,7,30,14.6,79,0
3.3,6.4,26,21.6,245,0
3.5,7.3,27,12.8,94,0
3.9,8.5,19,17.5,258,0
3.9,8.2,20,24.7,71,0
4.3,7.7,26,19.9,282,0
3.7,8.1,28,24.8,213,0
3.6,7.9,45,18.8,86,0
3.9,7.6,24,19.7,55,0
3.5,8.4,16,18.7,237,0
3.8,7.4,31,11.4,275,0
4.5,9.3,27,23.1,78,0
3.6,8.4,26,17.2,68,0
4,8.1,18,24.4,61,0
5.8,9,28,11,279,0
3.9,7,24,14.4,62,0
3.7,7.7,22,21.1,203,0
2.5,6,30,12.2,249,0
3.8,7.6,26,12.7,64,0
3.6,7.4,30,17.9,87,0
3.8,8,27,18.4,90,0
3.6,8.2,27,15.4,53,0
3.6,7.7,19,19,221,0
4,7.9,29,11.4,271,0
4,8.3,42,16.2,252,0
2.9,6.7,31,18.7,64,0
3.5,8.7,30,22.3,218,0
3.7,7.9,27,33.3,98,0
4.2,12.5,26,23,82,0
5.9,11.5,31,11.2,205,0
3.6,7.8,27,11.8,54,0
3.7,8.1,30,14,222,0
3.9,8.7,30,34.5,250,0
3.8,7.9,32,23.4,74,0
3.9,6.8,24,10.3,228,0
5.8,10.1,31,15.8,269,0
3.8,7.1,29,12.8,268,0
3.8,6.8,31,20,211,0
3.7,6.9,32,26.4,286,0
3.6,8.6,27,33,200,0
2.9,5.6,27,21,92,0
3.9,8.2,32,16.3,56,0
3.5,7.3,32,21.8,213,0
2.6,5.9,29,16.9,92,0
2.8,5.2,32,14.2,232,0
2.7,5.6,29,21.4,220,0
4.3,12.4,26,14.8,74,0
2.5,6.7,27,10.4,235,0
3.8,7.7,26,16.6,94,0
4,7.7,26,12.2,206,0
4,7.6,30,15,202,0
3.8,6.8,18,12.9,98,0
3.9,8.2,30,12.1,297,0
3.8,7.7,32,12.5,261,0
3.9,8.7,30,20.2,289,0
3.6,8,33,16,232,0
5.9,12.8,28,22.8,86,0
2.8,5.3,28,17.3,232,0
3.5,7.8,36,11.1,299,0
3.8,7.8,27,23.8,76,0
3.8,7.7,34,14.4,69,0
3.7,7.7,41,24.3,245,0
3.8,7.5,27,32.8,261,0
3.4,6.4,27,24.3,87,0
2.5,5.4,30,23.2,289,0
5.9,13.1,28,10,93,0
4,7.4,22,13,60,0
3.7,8.7,32,19.7,91,0
5,10.3,31,17.4,277,0
5.9,13.2,31,11.6,91,0
3.9,7.8,29,22.4,212,0
3.6,7.8,33,15.1,97,0
4,7.2,28,17.7,276,0
3.5,6.8,26,27.3,56,0
5.1,8.1,29,15.1,235,0
5.1,10.8,32,10.1,83,0
3.3,5.3,29,22.8,85,0
3.5,8,27,24.9,51,0
3.8,8.1,28,23.9,233,0
3.8,8.2,32,21.9,267,0
3.5,8.4,31,19,236,0
3.8,7.8,41,23.3,215,0
3.5,8.2,32,32.3,243,0
3.6,7.8,30,20.8,266,0
3.1,6.2,26,15.5,91,0
3.3,6.6,26,19.2,243,0
3.9,8.1,17,21.6,90,0
6,12.8,29,18.6,299,0
2.8,6.6,32,21,293,0
5.2,11.3,26,22.6,68,0
3.1,5.6,27,17.7,74,0
4.8,10.7,26,24.1,81,0
5.2,13.6,32,14.2,248,0
3.5,7.7,33,16.9,76,0
3.5,8.7,27,17.5,57,0
3.8,8.2,29,18.5,206,0
2.7,6.2,32,20.3,91,0
4,6.8,29,15.6,288,0
3.9,8,16,23.5,89,0
3.6,7.3,26,29.6,229,0
3.6,8.6,23,21.9,51,0
3.5,7.3,26,15.9,74,0
3.4,6.4,30,15.6,213,0
4,8.5,45,18.9,53,0
3.8,7.6,24,12.8,60,0
3.5,7.8,25,20.3,258,0
3.5,8,23,13.8,295,0
4,7.8,32,11.5,57,0
3.9,8.3,30,11,54,0
3.6,7,26,33.6,300,0
3.9,8.1,28,23.1,99,0
5.3,9.4,32,21.5,207,0
5.4,13.1,28,23.5,218,0
5.3,11.1,27,22.5,271,0
3.7,8.7,32,23.8,78,0
3.6,6.9,22,21.5,275,0
3.8,8.7,27,18.4,71,0
3.8,7.2,28,15.7,264,0
5.8,12.5,30,21.4,227,0
2.7,6.1,32,24.7,289,0
3.6,7.8,32,23.3,76,0
4.5,12.3,30,13.9,61,0
3.8,7.5,41,20.3,81,0
3.6,7,42,19,206,0
5.9,9.1,30,10.1,97,0
3.9,7.5,27,14.9,68,0
4,8.2,42,12.3,220,0
5.4,12.5,26,14.4,50,0
3.9,7.5,28,11.3,96,0
3.9,7.2,26,15.4,79,0
4,7,27,16.2,76,0
3.8,8.6,41,24.1,224,0
4,7.3,30,21.2,212,0
3.6,7.3,31,24,270,0
3.9,8.1,27,20,69,0
3.9,8.1,39,23.5,69,0
48,10.1,31,16.3,95,0
3.5,6.9,20,23.7,67,0
4,7.4,28,22.3,95,0
3.7,6.9,29,22.2,74,0
3.9,7.3,26,27.1,87,0
5.9,11.8,26,16.2,99,0
